X,Y,Z,Angle,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,Label
1.6060000658035278,3.4700005054473877,-0.8340000510215759,0.0,-71.10909090909091,-72.39906103286386,-76.19108280254777,-77.07100591715977,-72.87610619469027,-72.69642857142857,-72.9739663093415,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,45.0,-70.0873786407767,-74.08024691358025,-77.92887029288703,-79.32890365448505,-73.60739030023095,-74.21771217712177,-75.25189681335357,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,90.0,-66.140625,-72.35833333333333,-75.64220183486239,-76.99742930591259,-74.75915221579962,-74.91914191419141,-75.7892561983471,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,135.0,-63.16494845360825,-71.21800947867298,-74.44250871080139,-75.96220930232558,-72.30630630630631,-72.35855855855856,-73.43202416918429,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,180.0,-59.85271317829457,-66.60759493670886,-70.40453074433657,-73.09285714285714,-72.6977186311787,-72.00478468899522,-72.58457374830853,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,225.0,-62.02970297029703,-68.8048780487805,-71.2265625,-73.01986754966887,-71.05707196029776,-70.79625779625779,-71.25538971807629,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,270.0,-57.32710280373832,-65.29816513761467,-67.80718954248366,-70.58121827411168,-67.68155339805826,-67.3284789644013,-67.65426997245179,1
1.6060000658035278,3.4700005054473877,-0.8340000510215759,315.0,-60.01123595505618,-68.94680851063829,-71.59722222222223,-74.76807980049875,-70.56974459724951,-69.90113452188007,-69.90523338048091,1
1.6140000820159912,4.4629998207092285,-0.8389999866485596,0.0,-65.02631578947368,-68.11848341232228,-72.09935897435898,-75.25240384615384,-72.18042226487523,-71.65977742448331,-71.991643454039,2
1.6140000820159912,4.4629998207092285,-0.8389999866485596,45.0,-67.20370370370371,-71.24757281553399,-74.82432432432432,-76.46323529411765,-72.66216216216216,-72.80618892508143,-74.28416779431664,2
